,Building_ID,Building_Name,Year_Built,Total_Sqft,Building_Classification,Building_Use,Facility
7744,BL112204,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7746,BL112205,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7748,BL112206,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7750,BL112208,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7754,BL112210,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7756,BL112211,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7758,BL112212,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7760,BL112213,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7762,BL112214,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7764,BL112215,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7766,BL112216,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7768,BL112217,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7770,BL112218,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7772,BL112219,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7776,BL112220,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7778,BL112221,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7780,BL112222,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7782,BL112223,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7784,BL112224,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7786,BL112225,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7794,BL112227,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7796,BL112228,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7798,BL112229,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7802,BL112230,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7804,BL112231,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7806,BL112232,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7808,BL112233,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7810,BL112234,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7812,BL112235,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7814,BL112236,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7816,BL112237,Unknown,2015.0,,Residential,RESIDENTIAL,Other
7818,BL112238,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7820,BL112239,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7824,BL112240,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7828,BL112241,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7830,BL112242,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7832,BL112243,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7836,BL112244,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7840,BL112245,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7844,BL112246,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7848,BL112247,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7850,BL112248,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7854,BL112249,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7858,BL112250,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7862,BL112251,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7866,BL112252,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7868,BL112253,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7870,BL112254,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7878,BL112255,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7890,BL112256,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7894,BL112257,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7896,BL112258,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7898,BL112259,Unknown,2016.0,,Residential,RESIDENTIAL,Other
7902,BL112260,Unknown,2014.0,,Residential,RESIDENTIAL,Other
8022,BL1123,Unknown,2010.0,,Residential,RESIDENTIAL,Other
8228,BL1132,Unknown,2011.0,,Commercial,STRIP MALL,Other
8291,BL1133,Unknown,2011.0,,Residential,RESIDENTIAL,Other
8354,BL1134,Unknown,2011.0,,Commercial,STRIP MALL,Other
8420,BL1135,Unknown,2011.0,,Residential,RESIDENTIAL,Other
8530,BL1148,Unknown,2011.0,,Residential,RESIDENTIAL,Other
8638,BL1149,Unknown,2011.0,,Residential,RESIDENTIAL,Other
8750,BL115,BEAVER BANK-KINSAC ELEMENTARY,1961.0,30451.0,Institutional,PUBLIC SCHOOL,Other
8751,BL1150,Unknown,2011.0,,Residential,RESIDENTIAL,Other
8902,BL1136,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9099,BL1137,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9143,BL1144,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9263,BL1125,PARKLAND AT THE GARDENS,2011.0,,Institutional,NURSING HOME,Other
9294,BL1145,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9295,BL1138,Unknown,2011.0,,Commercial,SUPERMARKET,Other
9392,BL114547,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9395,BL114548,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9398,BL114549,Unknown,2016.0,,Commercial,OTHER SERVICE,Other
9404,BL114550,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9407,BL114551,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9410,BL114552,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9415,BL114553,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9424,BL114554,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9427,BL1126,CENTRAL HEATING PLANT,2011.0,,Industrial,FACTORY/PLANT,Other
9428,BL114555,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9429,BL113875,C P YOUNG BUILDING,1962.0,,Residential,RESIDENTIAL,Other
9431,BL114556,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9434,BL114557,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9437,BL114558,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9440,BL114559,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9449,BL114560,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9452,BL114561,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9455,BL114562,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9457,BL114563,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9460,BL114564,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9463,BL114565,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9466,BL114566,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9469,BL114567,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9472,BL114568,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9475,BL114569,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9481,BL114570,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9487,BL114571,Unknown,2016.0,,Industrial,WAREHOUSE,Other
9489,BL1139,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9490,BL114572,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9493,BL114573,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9495,BL114574,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9498,BL114575,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9501,BL114576,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9504,BL114577,KEARNEY LAKE PLAZA,2016.0,,Commercial,OFFICE,Other
9516,BL114579,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9522,BL114580,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9524,BL114581,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9527,BL114582,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9530,BL114583,Unknown,2016.0,,Residential,RESIDENTIAL,Other
9533,BL114584,Unknown,2015.0,,Residential,RESIDENTIAL,Other
9611,BL1146,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9667,BL1140,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9762,BL1128,D294,2011.0,,Industrial,UNKNOWN,Other
9830,BL1141,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9931,BL1147,Unknown,2011.0,,Residential,RESIDENTIAL,Other
9978,BL1142,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10005,BL1173,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10006,BL115373,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10018,BL1151,Unknown,2011.0,,Industrial,WAREHOUSE,Other
10052,BL115123,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10055,BL115124,Unknown,2016.0,,Commercial,OFFICE,Other
10060,BL115125,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10066,BL115126,NOVA CENTRE,2016.0,,Recreation/Culture and Entertainment,EVENT CENTRE,Other
10087,BL115127,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10089,BL115128,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10090,BL115129,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10093,BL115130,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10096,BL115131,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10098,BL115132,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10099,BL115133,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10100,BL115134,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10101,BL115135,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10102,BL115136,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10103,BL115137,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10104,BL115138,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10105,BL115139,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10107,BL115140,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10109,BL115141,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10110,BL115142,Unknown,2015.0,,Residential,RESIDENTIAL,Other
10111,BL115143,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10112,BL115144,Unknown,2016.0,,Commercial,OFFICE,Other
10113,BL115145,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10114,BL115146,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10115,BL115147,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10117,BL115148,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10118,BL115149,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10121,BL115150,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10122,BL115151,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10123,BL115152,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10124,BL115153,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10125,BL115154,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10127,BL115155,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10128,BL115156,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10129,BL115157,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10130,BL115158,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10131,BL115159,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10133,BL115160,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10134,BL115161,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10135,BL115162,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10136,BL115163,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10137,BL115164,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10141,BL115165,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10142,BL115166,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10145,BL115167,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10147,BL115168,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10149,BL115169,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10189,BL1152,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10298,BL1153,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10332,BL115319,MIDDLE MUSQUODOBOIT RURAL REFUSE DEPOT,1981.0,75.0,Industrial,REFUSE FACILITY,Other
10334,BL115320,Unknown,1998.0,60000.0,Industrial,COMPOSTING FACILITY,Other
10335,BL115321,Unknown,1998.0,2100.0,Commercial,OFFICE,Other
10336,BL115322,HRM COMPOST CURING FACILITY,1998.0,32000.0,Industrial,COMPOSTING FACILITY,Other
10337,BL115323,HRM COMPOST RECEIVING FACILITY,1998.0,12900.0,Industrial,COMPOSTING FACILITY,Other
10338,BL115324,HRM COMPOST SCREENING FACILITY,1998.0,16000.0,Industrial,COMPOSTING FACILITY,Other
10342,BL115327,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10343,BL115328,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10344,BL115329,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10346,BL115330,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10354,BL115335,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10357,BL115336,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10358,BL115337,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10360,BL115338,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10361,BL115339,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10363,BL115340,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10364,BL115341,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10365,BL115342,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10367,BL115343,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10368,BL115344,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10369,BL115345,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10370,BL115346,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10371,BL115347,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10372,BL115348,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10373,BL115349,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10375,BL115350,Unknown,2015.0,,Residential,RESIDENTIAL,Other
10376,BL115351,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10377,BL115352,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10378,BL115353,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10379,BL115354,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10380,BL115355,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10381,BL115356,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10382,BL115357,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10383,BL115358,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10384,BL115359,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10387,BL115360,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10388,BL115361,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10389,BL115362,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10390,BL115363,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10391,BL115364,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10393,BL115365,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10395,BL115366,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10396,BL115367,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10397,BL115368,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10398,BL115369,Unknown,2015.0,,Residential,RESIDENTIAL,Other
10400,BL115370,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10401,BL115371,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10402,BL115372,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10412,BL115374,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10416,BL115375,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10429,BL115376,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10437,BL115377,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10445,BL115378,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10446,BL115379,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10448,BL115380,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10449,BL115381,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10450,BL115382,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10451,BL115383,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10452,BL115384,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10453,BL115385,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10454,BL115386,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10455,BL115387,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10456,BL115388,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10457,BL115389,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10459,BL115390,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10460,BL115391,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10461,BL115392,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10462,BL115393,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10463,BL115394,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10465,BL115395,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10466,BL115396,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10469,BL115397,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10470,BL115398,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10473,BL115399,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10474,BL1154,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10477,BL115400,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10478,BL115401,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10480,BL115402,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10481,BL115403,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10483,BL115404,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10484,BL115405,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10485,BL115406,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10486,BL115407,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10488,BL115408,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10492,BL115409,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10494,BL115410,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10495,BL115411,Unknown,2016.0,,Residential,RESIDENTIAL,Other
10497,BL115412,Unknown,2016.0,,Commercial,OFFICE,Other
10547,BL1155,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10596,BL1156,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10644,BL1157,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10748,BL1159,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10806,BL116,CAVALIER DRIVE SCHOOL,1985.0,51500.0,Institutional,PUBLIC SCHOOL,Other
10807,BL1160,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10842,BL1174,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10858,BL1161,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10904,BL1162,Unknown,2011.0,,Residential,RESIDENTIAL,Other
10970,BL1163,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11032,BL1164,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11093,BL1165,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11157,BL1166,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11223,BL1167,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11255,BL1175,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11277,BL1176,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11299,BL1177,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11312,BL1168,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11319,BL1178,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11347,BL1179,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11373,BL1180,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11401,BL1181,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11412,BL11815,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11416,BL11816,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11422,BL1182,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11435,BL1169,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11444,BL1183,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11466,BL1184,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11489,BL1185,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11516,BL1186,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11539,BL1187,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11542,BL1170,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11578,BL1189,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11655,BL1171,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11759,BL1172,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11769,BL117203,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11771,BL117204,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11775,BL117205,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11777,BL117206,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11778,BL1190,Unknown,2011.0,,Residential,RESIDENTIAL,Other
11783,BL117207,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11785,BL117208,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11787,BL117209,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11791,BL117211,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11793,BL117212,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11795,BL117213,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11797,BL117214,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11799,BL117215,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11801,BL117216,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11805,BL117217,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11807,BL117218,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11809,BL117219,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11813,BL117221,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11815,BL117222,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11819,BL117223,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11821,BL117224,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11823,BL117225,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11825,BL117226,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11827,BL117227,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11829,BL117228,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11831,BL117229,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11835,BL117230,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11837,BL117231,Unknown,2015.0,,Residential,SENIORS RESIDENTIAL COMPLEX,Other
11839,BL117232,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11841,BL117233,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11843,BL117234,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11845,BL117236,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11849,BL117237,Unknown,2016.0,,Commercial,BAR/RESTAURANT,Other
11851,BL117238,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11855,BL117239,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11859,BL117240,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11861,BL117241,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11863,BL117242,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11865,BL117243,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11867,BL117244,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11869,BL117245,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11871,BL117246,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11881,BL117247,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11883,BL117248,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11885,BL117249,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11891,BL117250,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11895,BL117252,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11899,BL117253,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11903,BL117254,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11907,BL117255,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11911,BL117256,Unknown,2015.0,,Commercial,OFFICE,Other
11913,BL117257,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11915,BL117259,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11919,BL117260,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11921,BL117261,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11923,BL117262,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11925,BL117263,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11927,BL117264,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11933,BL117265,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11935,BL117266,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11941,BL117267,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11943,BL117268,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11945,BL117269,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11953,BL117270,Unknown,2015.0,,Residential,RESIDENTIAL,Other
11955,BL117271,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11957,BL117272,Unknown,2016.0,,Residential,RESIDENTIAL,Other
11959,BL117274,Unknown,2016.0,,Residential,RESIDENTIAL,Other
